,title,price,avg_rating,taste,score,brand,description,spirit_style,state,taste_list
499,Dalmore Cigar Malt,169.99,5.0, Rich . Oak . Smoke . Balanced ,96,Dalmore," Highland, Scotland- Expertly crafted as the perfect accompaniment to a fine cigar. Matured in ex-bourbon casks then 10 yr old Matusalem sherry butts and finally finished in Cabernet Sauvignon wine barriques. Cinnamon, vanilla, and red fruit aromas with toffee notes. Orange zest finish. ",Single Malt,,"[' rich', 'oak', 'smoke', 'balanced ']"
500,Dalmore Constellation 1964,34999.99,-1.0, Rich . Fruit . Coffee . Cinnamon . Complex ,-1,Dalmore," Highlands, Scotland- A gorgeous dark chocolate mahogany color with notes of honeyed pear, banana and passion fruit, quickly replaced with aromas of orange peel, lavender and hints of violet and myrtle. Smooth blood orange flavor with fleshy peach and notes of roasted coffee. Sip neat. ",Single Malt,,"[' rich', 'fruit', 'coffee', 'cinnamon', 'complex ']"
501,Dalmore Constellation 1966,30499.99,-1.0, Rich . Orange . Cinnamon . Caramel . Long ,-1,Dalmore," Highlands, Scotland - Impeccable aromas of orange, apples and pear accompanied by note of Ogen melon, walnuts and cinnamon. Ripe mandarin orange flavor with notes of black forest fruits and pineapple playfully mingling with ginger, licorice and creamy caramel and chocolate. Enjoy neat. ",Single Malt,,"[' rich', 'orange', 'cinnamon', 'caramel', 'long ']"
502,Dalmore Constellation 1969,24999.99,-1.0, Rich . Toffee . Almond . Cinnamon . Long ,-1,Dalmore," Highlands, Scotland - The nose opens with black toffee, candied orange, bitter chocolate and Jamaica pepper. Followed by notes of fig raisins and ripe mangoes. The palate reveals moist banana fig cake, almonds, cinnamon, peach syrup and fudge. The finish is long yet balanced. Sip neat. ",Single Malt,,"[' rich', 'toffee', 'almond', 'cinnamon', 'long ']"
503,Dalmore Constellation 1971,23099.99,-1.0, Rich . Cinnamon . Toffee . Pear . Long ,-1,Dalmore," Highlands, Scotland - The nose opens with aromas of blood oranges, cinnamon spice and cider apples accentuated by tangy lime marmalade, buttermilk pancakes and honey. The palate reveals toffee apple, fudge and pear with a dusting of cocoa. Enjoy the smooth lingering finish. ",Single Malt,,"[' rich', 'cinnamon', 'toffee', 'pear', 'long ']"
504,Dalmore Constellation 1972,18999.99,-1.0, Rich . Orange . Honey . Vanilla . Long ,-1,Dalmore," Highlands, Scotland- Tangy orange flavor wrapped in honey, sandalwood and vanilla. Moist fruitcake flavor with notes of sherry spice, orange rind and black maraschino cherries. Finishes with toffee, ginger spice, chocolate mouse and Marsala. Enjoy neat. ",Single Malt,,"[' rich', 'orange', 'honey', 'vanilla', 'long ']"
505,Dalmore Constellation 1973,18599.99,-1.0, Rich . Raisin . Citrus . Sweet . Balanced ,-1,Dalmore," Highlands, Scotland- Pleasantly fruity aromas of apple blossom, forest fruits, blackcurrants, fleshy plums and creme brulee. The flavor is impeccable with fleshy grape, citrus peel, juicy raisins and spicy marzipan with notes of cranberries and black cherries in the back ground. ",Single Malt,,"[' rich', 'raisin', 'citrus', 'sweet', 'balanced ']"
506,Dalmore Constellation 1976,12999.99,-1.0, Rich . Caramel . Tropical Fruit . Rye . Long ,-1,Dalmore," Highlands, Scotland- Creamy caramel, vanilla fudge and marzipan aromas mingling with notes of pineapple, tangerines, lemon cheesecake and sandalwood. Rich flavors of peaches and cream, kiwi fruits and macaroons that finishes with honeyed pear, freshly baked rye and marzipan. Enjoy! ",Single Malt,,"[' rich', 'caramel', 'tropical fruit', 'rye', 'long ']"
507,Dalmore Constellation 1978,9999.99,-1.0, Rich . Baked Fruit . Chocolate . Tropical Fruit . Long ,-1,Dalmore," Highlands, Scotland- Baked apples, caramelized pear and plums accentuated by hints of creamy vanilla, dried figs, milk chocolate, orange peel and coconut. Enjoy the moist lemon cake flavor with juicy dates, persimmons and almonds tied together with notes of pear, peach and mangos. ",Single Malt,,"[' rich', 'baked fruit', 'chocolate', 'tropical fruit', 'long ']"
508,Dalmore Constellation 1979,7999.99,-1.0, Rich . Honey . Tropical Fruit . Apple . Balanced ,-1,Dalmore," Highlands, Scotland- Fresh aromas of honey, peaches and vanilla ice cream intermingling with notes of apple, apricots and lemongrass. Complex flavors of spicy pineapple, tropical fruit salad and caramel fudge with hints of lemon cake, rose hip syrup and macaroons. Enjoy neat. ",Single Malt,,"[' rich', 'honey', 'tropical fruit', 'apple', 'balanced ']"
509,Dalmore Constellation 1980,6599.99,-1.0, Rich . Vanilla . Chocolate . Toffee . Long ,-1,Dalmore," Highlands, Scotland- Toasted pistachios, ginger syrup, moist fig cake and Seville oranges, tempered by vanilla, bitter chocolate, pecan pie and licorice. Muscatel, nutty toffee, Demerara sugar and caramelized pineapple provide the perfect aftertaste. Enjoy on its own. ",Single Malt,,"[' rich', 'vanilla', 'chocolate', 'toffee', 'long ']"
510,Dalmore Constellation 1981 Cask 3,6463.49,-1.0, Rich . Chocolate . Spice . Orange . Long ,-1,Dalmore," Highlands, Scotland - The nose features aromas of sandalwood, orange peel and vanilla rose with subtle hints of lavender and eucalyptus. The palate reveals flavors of glazed tangerine, marzipan and chocolate mousse with warm in hints of spicy ginger and nutmeg. Sip neat and enjoy! ",Single Malt,,"[' rich', 'chocolate', 'spice', 'orange', 'long ']"
511,Dalmore Constellation 1981 Cask 4,5999.99,-1.0, Rich . Cherry . Caramel . Almond . Balanced ,-1,Dalmore," Highland, Scotland- Aged for the first 26 years in American white oak cask, before being finished for our years in an ex-Amoroso oloroso sherry butt. Sweet with creamy notes of almonds, dried cherries, and luscious caramel. ",Single Malt,Highland,"[' rich', 'cherry', 'caramel', 'almond', 'balanced ']"
512,Dalmore Constellation 1989,4499.99,-1.0, Rich . Cinnamon . Rye . Tropical . Long ,-1,Dalmore," Highlands, Scotland- Unique aromas of marizpan, spicy cinnamon and buttered asparagus tips with notes of tart, freshly baked rye bread intertwine with ripe pineapple, Ogen melon, peach syrup and figs. Try it neat and enjoy the slightly roasted, tart finish. ",Single Malt,,"[' rich', 'cinnamon', 'rye', 'tropical', 'long ']"
513,Dalmore Constellation 1990,3699.99,-1.0, Rich . Pear . Tropical Fruit . Complex ,-1,Dalmore," Highlands, Scotland- Fruity aromas of cape gooseberries and honeyed pear with notes of sandalwood and white linen. Sweet mango flavors blending well into panna cotta, cherries and bananas with hints of breakfast muesli and tropical fruits. Savor neat. ",Single Malt,,"[' rich', 'pear', 'tropical fruit', 'complex ']"
514,Dalmore Constellation 1992,3299.99,-1.0, Rich . Chocolate . Plum . Citrus . Complex ,-1,Dalmore," Highlands, Scotland- A deep mahogany with ripe plums, citrus fruits and marzipan with notes of ginger spice, mangos and fleshy grape pulp. Flavors of sweet pear, thick marmalade with notes of bitter chocolate and crushed almonds. Enjoy neat. ",Single Malt,,"[' rich', 'chocolate', 'plum', 'citrus', 'complex ']"
515,Dalmore King Alex III,249.99,5.0, Rich . Sherry . Oak . Balanced ,95,Dalmore," Highlands, Scotland- Unique in its complexity and ability to age in a greater variety of casks. Aromas of red berry fruits, fresh flowers, and passion fruit. Notes of citrus zest, vanilla pod, and creme caramel on the palate. Finishes with touches of sweet cinnamon and nutmeg. ",Single Malt,Highland,"[' rich', 'sherry', 'oak', 'balanced ']"
516,Dalmore Port Wood Reserve,119.99,4.0,None,-1,Dalmore," Scotland- The fruit of Dalmore's experiments with casks from around the world, this port wood reserve marries Dalmore's weighty whisky with thick port cask fruit and spice. Matured first in American white oak bourbon casks, it is then finished in port pipes from W&J Graham. ",Single Malt,Highland,['none']
517,Dalwhinnie 15 Yr,67.99,4.6, Rich . Toast . Oak . Smoke . Balanced ,-1,Dalwhinnie," Highlands, Scotland- One of highest of all Highland distilleries, Dalwhinnie produces a welcomingly gentle whisky that's full of character. Smooth, soft and lasting flavors of heather, honey sweetness and vanilla are followed by a lingering finish of smoke, peat and malt. ",Single Malt,Highland,"[' rich', 'toast', 'oak', 'smoke', 'balanced ']"
518,Dalwhinnie Distillers Edition,76.99,5.0, Rich . Peat . Malt . Long ,-1,Dalwhinnie," Highlands, Scotland- Fresh sherry nose, peaty and heathery with some spice. Light to medium body. Palate holds a big, spicy buzz, followed by an impressive build up of very clear, well defined malt. A quick burst of sweetness moves into a rich grape effect. Finishes with tons of oak. ",Single Malt,Highland,"[' rich', 'peat', 'malt', 'long ']"
519,Dalwhinnie 25 Yr,599.99,-1.0, Medium . Honey . Caramel . Cinnamon . Balanced ,-1,Dalwhinnie," Highland, Scotland - To the nose, apple tarte tatin, hints of sanded a little heather honey. On the palate is black pepper and barley malt. Hints of beeswax, manuka honey and dessert wine. Spiced, warming palate. Medium finish with note of caramel abd cinnamon. ",Single Malt,Highland,"[' medium', 'honey', 'caramel', 'cinnamon', 'balanced ']"
520,Deanston 10 Yr Pedro Ximenez Cask Finish,64.99,-1.0,None,-1,Deanston," Highland, Scotland- This unique Deanston expression was first aged in hand-filled bourbon casks for 8 years, then it was transferred to Pedro Ximenez casks to finish for an additional 2 years. The result is a complex whisky with notes of chocolate and honey. ",Single Malt,Highland,['none']
521,Deanston 12 Yr,49.99,4.5, Delicate . Nut . Peat . Balanced ,-1,Deanston," Highlands, Scotland- Dry and nutty, with light peat, lemon grass and leather flavors. Mouth feel is slightly oily. Finishes smooth with lemon-zest and lightly malty with nutty dryness. ",Single Malt,Highland,"[' delicate', 'nut', 'peat', 'balanced ']"
522,Deanston 14 Yr Organic,78.99,-1.0,None,-1,Deanston," Highland, Scotland- This rare organic single malt whisky is handmade by a small team of local craftsmen with traditional distilling techniques. Certified Organic in all areas of production and made with natural Scottish ingredients then aged in organic virgin oak casks. ",Single Malt,Highland,['none']
523,Deanston 15 Yr Organic,99.99,-1.0,None,-1,Deanston," Highlands, Scotland- Aromas of scones and brown bread. A hint of vanilla at the core, followed up by freshly cut grass. Fruitier on the palate than the nose suggests, with notes of apple, pear, and white grapes. Grassy and oily. Finishes with notes of pepper and cedar. ",Single Malt,Highland,['none']
524,Deanston 18 Yr,119.99,5.0,None,-1,Deanston," Highlands, Scotland - Aromas of rich oak, creamy, and enticing with malty citrus notes lead to a sweet, honeyed palate with ginger spice and creamy fudge with a citrus bite. The finish relays hints of sweet oak, light spices, and a lively toasted maltiness that lingers. Sip neat. Enjoy! ",Single Malt,Highland,['none']
525,Deanston 20 Yr Oloroso,139.99,-1.0,None,-1,Deanston," Highland, Scotland- Aged for 20 years in ex-oloroso sherry casks, this Deanston has been bottled at cask strength. Rich and complex, creamy and sweet with notes of gingerbread, nutmeg and other spices. ",Single Malt,Highland,['none']
526,Deanston 2008 Bordeaux Wine Cask,82.99,-1.0,None,-1,Deanston," Highlands, Scotland- This 9 year old expression was matured in Bordeaux red wine casks. Aromas of honey, caramel, sweet malt and red wine with hints of citrus and spice. Toffee, honey, malt, and rich sweet grape notes on the palate followed by a long and sweet finish. ",Single Malt,Highland,['none']
527,Deanston 30 Yr,269.99,-1.0, Rich . Fruit . Oak . Long ,-1,Deanston," Highlands, Scotland- Aged in bourbon and sherry casks, and then age off in oloroso sherry casks for the final 2 years. Lush fruit, brown sugar, and a slick texture on the palate. ",Single Malt,Highland,"[' rich', 'fruit', 'oak', 'long ']"
528,Deanston 40 Yr,3299.99,-1.0, Rich . Nut . Peat . Balanced ,-1,Deanston," Highland, Scotland- Deanston 40 Year Old spent 30 years in refill casks before being filled into Oloroso Sherry butts for the final decade. Rich and sweet with notes of heather honey, apple, vanilla and citrus. ",Single Malt,Highland,"[' rich', 'nut', 'peat', 'balanced ']"
529,Deanston Virgin Oak,35.99,4.7,None,-1,Deanston," Highlands, Scotland- Tantalises the nose with senses of a light lemon zest and sweet barley sugar fragrance with hints of apple and nutmeg. Tastes of candied fruits with vanilla toffee and heather honey. Delicious finish with a burst of honeyed malt and sweet oakiness. ",Single Malt,,['none']
530,Deanston Virgin Oak w/ glasses,39.49,5.0,None,-1,Deanston," Highlands, Scotland- Notes of a light lemon zest and sweet barley sugar with hints of apple and nutmeg. Tastes of candied fruits with vanilla toffee and heather honey. Delicious finish with a burst of honeyed malt and sweet oakiness. Gift includes two glasses, perfect for the holidays! ",Single Malt,,['none']
